Provinsi,Tahun,Produksi,Komoditas
NUSA TENGGARA BARAT,2020,32414.86,Kedelai
NUSA TENGGARA BARAT,2021,19412.12,Kedelai
NUSA TENGGARA BARAT,2022,8459.16,Kedelai
NUSA TENGGARA BARAT,2023,30494.0,Kedelai
NUSA TENGGARA BARAT,2024,10064.0,Kedelai
NUSA TENGGARA BARAT,2020,1317189.81,Padi
NUSA TENGGARA BARAT,2021,1419559.84,Padi
NUSA TENGGARA BARAT,2022,1452945.47,Padi
NUSA TENGGARA BARAT,2023,1538536.92,Padi
NUSA TENGGARA BARAT,2024,1453408.37,Padi
NUSA TENGGARA TIMUR,2020,255453.0,Jagung
NUSA TENGGARA TIMUR,2021,285345.0,Jagung
NUSA TENGGARA TIMUR,2022,293719.0,Jagung
NUSA TENGGARA TIMUR,2023,261855.0,Jagung
NUSA TENGGARA TIMUR,2024,293052.0,Jagung
NUSA TENGGARA TIMUR,2020,10565.1,Kacang Hijau
NUSA TENGGARA TIMUR,2021,8970.8,Kacang Hijau
NUSA TENGGARA TIMUR,2022,9319.7,Kacang Hijau
NUSA TENGGARA TIMUR,2023,6377.0,Kacang Hijau
NUSA TENGGARA TIMUR,2024,7816.0,Kacang Hijau
NUSA TENGGARA TIMUR,2020,9296.58,Kacang Tanah
NUSA TENGGARA TIMUR,2021,12476.01,Kacang Tanah
NUSA TENGGARA TIMUR,2022,11303.96,Kacang Tanah
NUSA TENGGARA TIMUR,2023,7681.0,Kacang Tanah
NUSA TENGGARA TIMUR,2024,5979.0,Kacang Tanah
NUSA TENGGARA TIMUR,2020,2068.9,Kedelai
NUSA TENGGARA TIMUR,2021,2292.52,Kedelai
NUSA TENGGARA TIMUR,2022,1013.66,Kedelai
NUSA TENGGARA TIMUR,2023,2503.0,Kedelai
NUSA TENGGARA TIMUR,2024,7127.0,Kedelai
NUSA TENGGARA TIMUR,2020,725024.3,Padi
NUSA TENGGARA TIMUR,2021,731877.74,Padi
NUSA TENGGARA TIMUR,2022,756049.91,Padi
NUSA TENGGARA TIMUR,2023,766810.46,Padi
NUSA TENGGARA TIMUR,2024,707792.54,Padi
PAPUA,2020,11120.0,Jagung
PAPUA,2021,16120.0,Jagung
PAPUA,2022,15140.0,Jagung
PAPUA,2023,3429.0,Jagung
PAPUA,2024,3913.0,Jagung
PAPUA,2020,124.7,Kacang Hijau
PAPUA,2021,145.9,Kacang Hijau
PAPUA,2022,1495.8,Kacang Hijau
PAPUA,2023,0.0,Kacang Hijau
PAPUA,2024,25.0,Kacang Hijau
PAPUA,2020,1195.85,Kacang Tanah
PAPUA,2021,466.0,Kacang Tanah
PAPUA,2022,1021.0,Kacang Tanah
PAPUA,2023,0.0,Kacang Tanah
PAPUA,2024,231.0,Kacang Tanah
PAPUA,2020,670.77,Kedelai
PAPUA,2021,70.46,Kedelai
PAPUA,2022,146.66,Kedelai
PAPUA,2023,75.0,Kedelai
PAPUA,2024,3.0,Kedelai
PAPUA,2020,166002.3,Padi
PAPUA,2021,286279.8,Padi
PAPUA,2022,193943.47,Padi
PAPUA,2023,3760.45,Padi
PAPUA,2024,4609.95,Padi
PAPUA BARAT,2020,5099.0,Jagung
PAPUA BARAT,2021,4753.0,Jagung
PAPUA BARAT,2022,6481.0,Jagung
PAPUA BARAT,2023,3311.0,Jagung
PAPUA BARAT,2024,3720.0,Jagung
PAPUA BARAT,2020,0.0,Kacang Hijau
PAPUA BARAT,2021,0.0,Kacang Hijau
PAPUA BARAT,2022,0.0,Kacang Hijau
PAPUA BARAT,2023,0.0,Kacang Hijau
PAPUA BARAT,2024,0.0,Kacang Hijau
PAPUA BARAT,2020,0.0,Kacang Tanah
PAPUA BARAT,2021,0.0,Kacang Tanah
PAPUA BARAT,2022,0.0,Kacang Tanah
PAPUA BARAT,2023,166.0,Kacang Tanah
PAPUA BARAT,2024,12.0,Kacang Tanah
PAPUA BARAT,2020,0.0,Kedelai
PAPUA BARAT,2021,0.0,Kedelai
PAPUA BARAT,2022,0.0,Kedelai
PAPUA BARAT,2023,13.0,Kedelai
PAPUA BARAT,2024,10.0,Kedelai
PAPUA BARAT,2020,24378.33,Padi
PAPUA BARAT,2021,26926.93,Padi
PAPUA BARAT,2022,23963.92,Padi
PAPUA BARAT,2023,22566.81,Padi
PAPUA BARAT,2024,20729.15,Padi
PAPUA BARAT DAYA,2020,0.0,Jagung
PAPUA BARAT DAYA,2021,0.0,Jagung
PAPUA BARAT DAYA,2022,0.0,Jagung
PAPUA BARAT DAYA,2023,1412.0,Jagung
PAPUA BARAT DAYA,2024,1189.0,Jagung
PAPUA BARAT DAYA,2020,0.0,Kacang Hijau
PAPUA BARAT DAYA,2021,0.0,Kacang Hijau
PAPUA BARAT DAYA,2022,0.0,Kacang Hijau
PAPUA BARAT DAYA,2023,0.0,Kacang Hijau
PAPUA BARAT DAYA,2024,5.0,Kacang Hijau
PAPUA BARAT DAYA,2020,0.0,Kacang Tanah
PAPUA BARAT DAYA,2021,0.0,Kacang Tanah
PAPUA BARAT DAYA,2022,0.0,Kacang Tanah
PAPUA BARAT DAYA,2023,0.0,Kacang Tanah
PAPUA BARAT DAYA,2024,91.0,Kacang Tanah
PAPUA BARAT DAYA,2020,0.0,Kedelai
PAPUA BARAT DAYA,2021,0.0,Kedelai
PAPUA BARAT DAYA,2022,0.0,Kedelai
PAPUA BARAT DAYA,2023,0.0,Kedelai
PAPUA BARAT DAYA,2024,25.0,Kedelai
PAPUA BARAT DAYA,2021,0.0,Padi
PAPUA BARAT DAYA,2022,0.0,Padi
PAPUA BARAT DAYA,2023,2397.0,Padi
PAPUA BARAT DAYA,2024,988.64,Padi
PAPUA PEGUNUNGAN,2020,0.0,Jagung
PAPUA PEGUNUNGAN,2021,0.0,Jagung
PAPUA PEGUNUNGAN,2022,0.0,Jagung
PAPUA PEGUNUNGAN,2023,279.0,Jagung
PAPUA PEGUNUNGAN,2024,247.0,Jagung
PAPUA PEGUNUNGAN,2020,0.0,Kacang Hijau
PAPUA PEGUNUNGAN,2021,0.0,Kacang Hijau
PAPUA PEGUNUNGAN,2022,0.0,Kacang Hijau
PAPUA PEGUNUNGAN,2023,0.0,Kacang Hijau
PAPUA PEGUNUNGAN,2024,0.0,Kacang Hijau
PAPUA PEGUNUNGAN,2020,0.0,Kacang Tanah
PAPUA PEGUNUNGAN,2021,0.0,Kacang Tanah
PAPUA PEGUNUNGAN,2022,0.0,Kacang Tanah
PAPUA PEGUNUNGAN,2023,0.0,Kacang Tanah
PAPUA PEGUNUNGAN,2024,0.0,Kacang Tanah
PAPUA PEGUNUNGAN,2020,0.0,Kedelai
PAPUA PEGUNUNGAN,2021,0.0,Kedelai
PAPUA PEGUNUNGAN,2022,0.0,Kedelai
PAPUA PEGUNUNGAN,2023,0.0,Kedelai
PAPUA PEGUNUNGAN,2024,2.0,Kedelai
PAPUA PEGUNUNGAN,2021,0.0,Padi
PAPUA PEGUNUNGAN,2022,0.0,Padi
PAPUA PEGUNUNGAN,2023,62.0,Padi
PAPUA PEGUNUNGAN,2024,42.38,Padi
PAPUA SELATAN,2020,0.0,Jagung
PAPUA SELATAN,2021,0.0,Jagung
PAPUA SELATAN,2022,0.0,Jagung
PAPUA SELATAN,2023,69.0,Jagung
PAPUA SELATAN,2024,2098.0,Jagung
PAPUA SELATAN,2020,0.0,Kacang Hijau
PAPUA SELATAN,2021,0.0,Kacang Hijau
PAPUA SELATAN,2022,0.0,Kacang Hijau
PAPUA SELATAN,2023,0.0,Kacang Hijau
PAPUA SELATAN,2024,41.0,Kacang Hijau
PAPUA SELATAN,2020,0.0,Kacang Tanah
PAPUA SELATAN,2021,0.0,Kacang Tanah
PAPUA SELATAN,2022,0.0,Kacang Tanah
PAPUA SELATAN,2023,0.0,Kacang Tanah
PAPUA SELATAN,2024,351.0,Kacang Tanah
PAPUA SELATAN,2020,0.0,Kedelai
PAPUA SELATAN,2021,0.0,Kedelai
PAPUA SELATAN,2022,0.0,Kedelai
PAPUA SELATAN,2023,0.0,Kedelai
PAPUA SELATAN,2024,5.0,Kedelai
PAPUA SELATAN,2021,0.0,Padi
PAPUA SELATAN,2022,0.0,Padi
PAPUA SELATAN,2023,183628.0,Padi
PAPUA SELATAN,2024,217789.62,Padi
PAPUA TENGAH,2020,0.0,Jagung
PAPUA TENGAH,2021,0.0,Jagung
PAPUA TENGAH,2022,0.0,Jagung
PAPUA TENGAH,2023,9082.0,Jagung
PAPUA TENGAH,2024,5036.0,Jagung
PAPUA TENGAH,2020,0.0,Kacang Hijau
PAPUA TENGAH,2021,0.0,Kacang Hijau
PAPUA TENGAH,2022,0.0,Kacang Hijau
PAPUA TENGAH,2023,0.0,Kacang Hijau
PAPUA TENGAH,2024,4.0,Kacang Hijau
PAPUA TENGAH,2020,0.0,Kacang Tanah
PAPUA TENGAH,2021,0.0,Kacang Tanah
PAPUA TENGAH,2022,0.0,Kacang Tanah
PAPUA TENGAH,2023,0.0,Kacang Tanah
PAPUA TENGAH,2024,200.0,Kacang Tanah
PAPUA TENGAH,2020,0.0,Kedelai
PAPUA TENGAH,2021,0.0,Kedelai
PAPUA TENGAH,2022,0.0,Kedelai
PAPUA TENGAH,2023,0.0,Kedelai
PAPUA TENGAH,2024,7.0,Kedelai
PAPUA TENGAH,2021,0.0,Padi
PAPUA TENGAH,2022,0.0,Padi
PAPUA TENGAH,2023,9273.0,Padi
PAPUA TENGAH,2024,6072.38,Padi
RIAU,2020,473.0,Jagung
RIAU,2021,990.0,Jagung
RIAU,2022,753.0,Jagung
RIAU,2023,689.0,Jagung
RIAU,2024,1139.0,Jagung
RIAU,2020,180.2,Kacang Hijau
RIAU,2021,212.0,Kacang Hijau
RIAU,2022,57.5,Kacang Hijau
RIAU,2023,127.0,Kacang Hijau
RIAU,2024,73.0,Kacang Hijau
RIAU,2020,549.85,Kacang Tanah
RIAU,2021,612.0,Kacang Tanah
RIAU,2022,697.58,Kacang Tanah
RIAU,2023,418.0,Kacang Tanah
RIAU,2024,484.0,Kacang Tanah
RIAU,2020,2600.22,Kedelai
RIAU,2021,540.73,Kedelai
RIAU,2022,495.19,Kedelai
RIAU,2023,364.0,Kedelai
RIAU,2024,219.0,Kedelai
RIAU,2020,243685.04,Padi
RIAU,2021,217458.87,Padi
RIAU,2022,213557.23,Padi
RIAU,2023,205972.55,Padi
RIAU,2024,222055.71,Padi
SULAWESI BARAT,2020,11240.0,Jagung
SULAWESI BARAT,2021,7967.0,Jagung
SULAWESI BARAT,2022,30187.0,Jagung
SULAWESI BARAT,2023,29098.0,Jagung
SULAWESI BARAT,2024,30296.0,Jagung
SULAWESI BARAT,2020,0.0,Kacang Hijau
SULAWESI BARAT,2021,0.0,Kacang Hijau
SULAWESI BARAT,2022,0.0,Kacang Hijau
SULAWESI BARAT,2023,245.0,Kacang Hijau
SULAWESI BARAT,2024,310.0,Kacang Hijau
SULAWESI BARAT,2020,0.0,Kacang Tanah
SULAWESI BARAT,2021,0.0,Kacang Tanah
SULAWESI BARAT,2022,0.0,Kacang Tanah
SULAWESI BARAT,2023,274.0,Kacang Tanah
SULAWESI BARAT,2024,324.0,Kacang Tanah
SULAWESI BARAT,2020,0.0,Kedelai
SULAWESI BARAT,2021,0.0,Kedelai
SULAWESI BARAT,2022,0.0,Kedelai
SULAWESI BARAT,2023,65.0,Kedelai
SULAWESI BARAT,2024,1110.0,Kedelai
SULAWESI BARAT,2020,345050.37,Padi
SULAWESI BARAT,2021,311072.46,Padi
SULAWESI BARAT,2022,353513.29,Padi
SULAWESI BARAT,2023,291458.59,Padi
SULAWESI BARAT,2024,318876.59,Padi
SULAWESI SELATAN,2020,1086933.0,Jagung
SULAWESI SELATAN,2021,1033341.0,Jagung
SULAWESI SELATAN,2022,1152063.0,Jagung
SULAWESI SELATAN,2023,1025516.0,Jagung
SULAWESI SELATAN,2024,1131504.0,Jagung
SULAWESI SELATAN,2020,13588.8,Kacang Hijau
SULAWESI SELATAN,2021,8866.3,Kacang Hijau
SULAWESI SELATAN,2022,3983.4,Kacang Hijau
SULAWESI SELATAN,2023,5099.0,Kacang Hijau
SULAWESI SELATAN,2024,4226.0,Kacang Hijau
SULAWESI SELATAN,2020,16967.92,Kacang Tanah
SULAWESI SELATAN,2021,13028.95,Kacang Tanah
SULAWESI SELATAN,2022,12905.24,Kacang Tanah
SULAWESI SELATAN,2023,10515.0,Kacang Tanah
SULAWESI SELATAN,2024,13677.0,Kacang Tanah
SULAWESI SELATAN,2020,13588.8,Kedelai
SULAWESI SELATAN,2021,8866.3,Kedelai
SULAWESI SELATAN,2022,3983.4,Kedelai
SULAWESI SELATAN,2023,4025.0,Kedelai
SULAWESI SELATAN,2024,3643.0,Kedelai
SULAWESI SELATAN,2020,4708464.97,Padi
SULAWESI SELATAN,2021,5090637.23,Padi
SULAWESI SELATAN,2022,5360169.37,Padi
SULAWESI SELATAN,2023,4876386.11,Padi
SULAWESI SELATAN,2024,4818429.39,Padi
SULAWESI TENGAH,2020,65596.0,Jagung
SULAWESI TENGAH,2021,63515.0,Jagung
SULAWESI TENGAH,2022,96200.0,Jagung
SULAWESI TENGAH,2023,72982.0,Jagung
SULAWESI TENGAH,2024,84798.0,Jagung
SULAWESI TENGAH,2020,481.0,Kacang Hijau
SULAWESI TENGAH,2021,360.0,Kacang Hijau
SULAWESI TENGAH,2022,224.4,Kacang Hijau
SULAWESI TENGAH,2023,282.0,Kacang Hijau
SULAWESI TENGAH,2024,155.0,Kacang Hijau
SULAWESI TENGAH,2020,2201.24,Kacang Tanah
SULAWESI TENGAH,2021,2879.41,Kacang Tanah
SULAWESI TENGAH,2022,1805.09,Kacang Tanah
SULAWESI TENGAH,2023,1831.0,Kacang Tanah
SULAWESI TENGAH,2024,1759.0,Kacang Tanah
SULAWESI TENGAH,2020,3333.91,Kedelai
SULAWESI TENGAH,2021,4229.68,Kedelai
SULAWESI TENGAH,2022,10213.75,Kedelai
SULAWESI TENGAH,2023,9317.0,Kedelai
SULAWESI TENGAH,2024,6586.0,Kedelai
SULAWESI TENGAH,2020,792248.84,Padi
SULAWESI TENGAH,2021,867012.77,Padi
SULAWESI TENGAH,2022,744408.7,Padi
SULAWESI TENGAH,2023,821367.41,Padi
SULAWESI TENGAH,2024,761936.39,Padi
SULAWESI TENGGARA,2020,98972.0,Jagung
SULAWESI TENGGARA,2021,78350.0,Jagung
SULAWESI TENGGARA,2022,78163.0,Jagung
SULAWESI TENGGARA,2023,69512.0,Jagung
SULAWESI TENGGARA,2024,79444.0,Jagung
SULAWESI TENGGARA,2020,804.4,Kacang Hijau
SULAWESI TENGGARA,2021,296.0,Kacang Hijau
SULAWESI TENGGARA,2022,215.1,Kacang Hijau
SULAWESI TENGGARA,2023,314.0,Kacang Hijau
SULAWESI TENGGARA,2024,313.0,Kacang Hijau
SULAWESI TENGGARA,2020,3433.41,Kacang Tanah
SULAWESI TENGGARA,2021,3104.26,Kacang Tanah
SULAWESI TENGGARA,2022,2401.82,Kacang Tanah
SULAWESI TENGGARA,2023,1745.0,Kacang Tanah
SULAWESI TENGGARA,2024,2476.0,Kacang Tanah
SULAWESI TENGGARA,2020,821.25,Kedelai
SULAWESI TENGGARA,2021,573.98,Kedelai
SULAWESI TENGGARA,2022,11052.87,Kedelai
SULAWESI TENGGARA,2023,3549.0,Kedelai
SULAWESI TENGGARA,2024,585.0,Kedelai
SULAWESI TENGGARA,2020,532773.49,Padi
SULAWESI TENGGARA,2021,530029.08,Padi
SULAWESI TENGGARA,2022,478958.03,Padi
SULAWESI TENGGARA,2023,479407.25,Padi
SULAWESI TENGGARA,2024,555836.08,Padi
SULAWESI UTARA,2020,174418.0,Jagung
SULAWESI UTARA,2021,166580.0,Jagung
SULAWESI UTARA,2022,119008.0,Jagung
SULAWESI UTARA,2023,83046.0,Jagung
SULAWESI UTARA,2024,112772.0,Jagung
SULAWESI UTARA,2020,185.5,Kacang Hijau
SULAWESI UTARA,2021,325.1,Kacang Hijau
SULAWESI UTARA,2022,291.4,Kacang Hijau
SULAWESI UTARA,2023,166.0,Kacang Hijau
SULAWESI UTARA,2024,198.0,Kacang Hijau
SULAWESI UTARA,2020,2199.33,Kacang Tanah
SULAWESI UTARA,2021,2545.22,Kacang Tanah
SULAWESI UTARA,2022,2314.48,Kacang Tanah
SULAWESI UTARA,2023,1484.0,Kacang Tanah
SULAWESI UTARA,2024,1942.0,Kacang Tanah
SULAWESI UTARA,2020,20734.51,Kedelai
SULAWESI UTARA,2021,1922.91,Kedelai
SULAWESI UTARA,2022,2109.76,Kedelai
SULAWESI UTARA,2023,7729.0,Kedelai
SULAWESI UTARA,2024,8381.0,Kedelai
SULAWESI UTARA,2020,248879.48,Padi
SULAWESI UTARA,2021,232885.0,Padi
SULAWESI UTARA,2022,243730.0,Padi
SULAWESI UTARA,2023,238193.41,Padi
SULAWESI UTARA,2024,273134.94,Padi
SUMATERA BARAT,2020,425025.0,Jagung
SUMATERA BARAT,2021,437814.0,Jagung
SUMATERA BARAT,2022,569450.0,Jagung
SUMATERA BARAT,2023,495223.0,Jagung
SUMATERA BARAT,2024,518316.0,Jagung
SUMATERA BARAT,2020,270.8,Kacang Hijau
SUMATERA BARAT,2021,319.7,Kacang Hijau
SUMATERA BARAT,2022,386.5,Kacang Hijau
SUMATERA BARAT,2023,251.0,Kacang Hijau
SUMATERA BARAT,2024,138.0,Kacang Hijau
SUMATERA BARAT,2020,3946.59,Kacang Tanah
SUMATERA BARAT,2021,3498.74,Kacang Tanah
SUMATERA BARAT,2022,3077.87,Kacang Tanah
SUMATERA BARAT,2023,2915.0,Kacang Tanah
SUMATERA BARAT,2024,3362.0,Kacang Tanah
SUMATERA BARAT,2020,48.05,Kedelai
SUMATERA BARAT,2021,7.15,Kedelai
SUMATERA BARAT,2022,17.23,Kedelai
SUMATERA BARAT,2023,23.0,Kedelai
SUMATERA BARAT,2024,0.0,Kedelai
SUMATERA BARAT,2020,1387269.29,Padi
SUMATERA BARAT,2021,1317209.38,Padi
SUMATERA BARAT,2022,1373532.19,Padi
SUMATERA BARAT,2023,1482468.79,Padi
SUMATERA BARAT,2024,1356467.93,Padi
SUMATERA SELATAN,2020,211736.0,Jagung
SUMATERA SELATAN,2021,316506.0,Jagung
SUMATERA SELATAN,2022,460321.0,Jagung
SUMATERA SELATAN,2023,284643.0,Jagung
SUMATERA SELATAN,2024,338999.0,Jagung
SUMATERA SELATAN,2020,0.0,Kacang Hijau
SUMATERA SELATAN,2021,0.0,Kacang Hijau
SUMATERA SELATAN,2022,0.0,Kacang Hijau
SUMATERA SELATAN,2023,146.0,Kacang Hijau
SUMATERA SELATAN,2024,190.0,Kacang Hijau
SUMATERA SELATAN,2020,0.0,Kacang Tanah
SUMATERA SELATAN,2021,0.0,Kacang Tanah
SUMATERA SELATAN,2022,0.0,Kacang Tanah
SUMATERA SELATAN,2023,1357.0,Kacang Tanah
SUMATERA SELATAN,2024,1266.0,Kacang Tanah
SUMATERA SELATAN,2020,0.0,Kedelai
SUMATERA SELATAN,2021,0.0,Kedelai
SUMATERA SELATAN,2022,0.0,Kedelai
SUMATERA SELATAN,2023,210.0,Kedelai
SUMATERA SELATAN,2024,882.0,Kedelai
SUMATERA SELATAN,2020,2743059.68,Padi
SUMATERA SELATAN,2021,2552443.19,Padi
SUMATERA SELATAN,2022,2775069.26,Padi
SUMATERA SELATAN,2023,2832773.92,Padi
SUMATERA SELATAN,2024,2909411.67,Padi
SUMATERA UTARA,2020,783127.0,Jagung
SUMATERA UTARA,2021,956939.0,Jagung
SUMATERA UTARA,2022,1307477.0,Jagung
SUMATERA UTARA,2023,1343291.0,Jagung
SUMATERA UTARA,2024,1373900.0,Jagung
SUMATERA UTARA,2020,1625.2,Kacang Hijau
SUMATERA UTARA,2021,1223.4,Kacang Hijau
SUMATERA UTARA,2022,7206.8,Kacang Hijau
SUMATERA UTARA,2023,2237.0,Kacang Hijau
SUMATERA UTARA,2024,551.0,Kacang Hijau
SUMATERA UTARA,2020,5773.18,Kacang Tanah
SUMATERA UTARA,2021,4912.1,Kacang Tanah
SUMATERA UTARA,2022,5875.3,Kacang Tanah
SUMATERA UTARA,2023,7355.0,Kacang Tanah
SUMATERA UTARA,2024,5613.0,Kacang Tanah
SUMATERA UTARA,2020,3302.21,Kedelai
SUMATERA UTARA,2021,1441.55,Kedelai
SUMATERA UTARA,2022,8026.28,Kedelai
SUMATERA UTARA,2023,15993.0,Kedelai
SUMATERA UTARA,2024,13760.0,Kedelai
SUMATERA UTARA,2020,2040500.19,Padi
SUMATERA UTARA,2021,2004142.51,Padi
SUMATERA UTARA,2022,2088583.81,Padi
SUMATERA UTARA,2023,2087474.15,Padi
SUMATERA UTARA,2024,2204875.51,Padi
