year,province,avg_temperature,avg_humidity,total_precipitation,total_rainfall,total_et0,avg_soil_moisture_0_to_7cm,avg_soil_moisture_7_to_28cm,avg_soil_moisture_28_to_100cm,avg_soil_moisture,city_count,total_hourly_records
2021,Sumatera Utara,24.666433789954336,89.53447488584474,3503.84,3503.84,1234.5520000000001,0.409300205479452,0.40974536529680367,0.41148789954337894,0.41017782343987824,5,43800
2022,Aceh,25.48144292237443,86.19417808219178,3533.7400000000002,3533.7400000000002,1294.808,0.3723221232876712,0.36907545662100455,0.3673286301369863,0.36957540334855404,5,43800
2022,Bali,25.458527397260276,86.0686301369863,2731.7400000000002,2731.7400000000002,1389.636,0.3020282191780822,0.29561876712328766,0.28931716894977166,0.29565471841704716,5,43800
2022,Banten,26.04102054794521,84.00776255707763,2632.8199999999997,2632.8199999999997,1358.466,0.4046494292237443,0.40389974885844754,0.40490901826484016,0.40448606544901067,5,43800
2022,Bengkulu,25.098116438356165,86.82940639269407,3952.1,3952.1,1286.604,0.3793755251141553,0.3790312100456621,0.3823153881278539,0.3802407077625571,5,43800
2022,DI Yogyakarta,25.154696347031965,86.08479452054794,3495.5200000000004,3495.5200000000004,1267.78,0.32985883561643836,0.32538333333333336,0.31800342465753423,0.324415197869102,5,43800
2022,DKI Jakarta,26.62940182648402,82.82719178082192,2519.46,2519.46,1424.034,0.4336973173515982,0.43292097602739726,0.43395710616438354,0.4335251331811263,5,43800
2022,Gorontalo,26.32024429223744,86.56276255707762,2714.1,2714.1,1341.1879999999999,0.4068002283105023,0.40713511415525117,0.407204200913242,0.40704651445966517,5,43800
2022,Jambi,25.010689497716893,87.56737442922375,3113.16,3113.16,1330.23,0.415814794520548,0.41816166666666665,0.41927278538812784,0.4177497488584475,5,43800
2022,Jawa Barat,24.985602739726026,83.4118493150685,2551.3599999999997,2551.3599999999997,1368.106,0.38320883561643837,0.3822739497716895,0.38044082191780826,0.3819745357686454,5,43800
2022,Jawa Tengah,26.29438584474886,83.59399543378996,2907.38,2907.38,1435.1680000000001,0.3839117123287671,0.3869850684931507,0.386611301369863,0.38583602739726025,5,43800
2022,Jawa Timur,26.4735799086758,81.76276255707762,2868.38,2868.38,1457.5040000000001,0.38803568493150686,0.39065981735159816,0.39179958904109585,0.39016503044140033,5,43800
2022,Kalimantan Barat,25.652700913242008,90.2694292237443,3879.34,3879.34,1230.238,0.3742159817351598,0.37595296803652967,0.3751648401826484,0.3751112633181126,5,43800
2022,Kalimantan Selatan,25.793312785388128,88.51552511415525,3881.6400000000003,3881.6400000000003,1238.3319999999999,0.45967326484018267,0.4646137899543379,0.46438328767123294,0.46289011415525116,5,43800
2022,Kalimantan Tengah,26.181184931506845,88.0207305936073,3962.0800000000004,3962.0800000000004,1282.9,0.38229705479452053,0.38389689497716895,0.379830296803653,0.38200808219178084,5,43800
2022,Kalimantan Timur,25.91492694063927,89.56803652968037,4185.14,4185.14,1276.764,0.4145118264840183,0.41602575342465753,0.41668385844748856,0.41574047945205483,5,43800
2022,Kalimantan Utara,25.946616438356166,89.68310502283104,5513.46,5513.46,1316.452,0.4323899543378996,0.4361693378995434,0.43755285388127857,0.4353707153729071,5,43800
2022,Kepulauan Bangka Belitung,26.502881278538815,86.16522831050229,2760.8,2760.8,1302.156,0.35274988584474887,0.3526873744292237,0.34685662100456616,0.3507646270928463,5,43800
2022,Kepulauan Riau,26.43436301369863,83.15164383561644,2413.66,2413.66,1406.768,0.3088556621004566,0.31285840182648406,0.31274657534246575,0.31148687975646877,5,43800
2022,Lampung,26.095276255707763,86.23431506849315,3214.7,3214.7,1338.018,0.4632860730593607,0.4676439269406393,0.470844497716895,0.46725816590563163,5,43800
2022,Maluku,26.234789954337902,86.0395205479452,3017.16,3017.16,1349.3,0.3301061872146119,0.3289967808219178,0.3206943607305936,0.3265991095890411,5,43800
2022,Maluku Utara,26.24848401826484,88.48666666666666,4123.76,4123.76,1333.908,0.40094367579908674,0.39954324200913244,0.39743497716894977,0.399307298325723,5,43800
2022,Nusa Tenggara Barat,26.1949200913242,82.43554794520547,2119.42,2119.42,1459.884,0.37362721461187215,0.3709735844748859,0.37428458904109585,0.372961796042618,5,43800
2022,Nusa Tenggara Timur,23.94227397260274,80.41456621004566,1766.1,1766.1,1493.19,0.30734157534246576,0.3073519634703196,0.3095972146118721,0.3080969178082192,5,43800
2022,Papua,26.258344748858445,88.8627397260274,4212.36,4212.36,1332.486,0.44549214611872145,0.4454972374429224,0.442808698630137,0.4445993607305936,5,43800
2022,Papua Barat,26.011367579908676,87.86828767123288,2973.46,2973.46,1328.65,0.426559794520548,0.42713664383561645,0.42660054794520547,0.42676566210045663,5,43800
2022,Papua Barat Daya,24.61888584474886,90.27187214611872,4605.04,4605.04,1322.234,0.4226859132420091,0.4261049315068493,0.4247857077625571,0.4245255175038052,5,43800
2022,Papua Pegunungan,19.466180365296804,86.97022831050228,4512.5599999999995,4512.5599999999995,1280.218,0.4231154109589041,0.4249107762557077,0.4257957990867579,0.42460732876712326,5,43800
2022,Papua Selatan,26.175439497716894,88.07146118721461,4221.05,4221.05,1301.205,0.4978801940639269,0.5025720319634703,0.5016741152968036,0.5007087804414003,4,35040
2022,Papua Tengah,20.856326484018265,90.09109589041097,3826.7599999999998,3826.7599999999998,1178.944,0.4072866438356165,0.41025472602739727,0.4092311872146118,0.4089241856925419,5,43800
2022,Riau,26.119609589041097,87.50210045662101,3204.4,3204.4,1341.628,0.41562369863013704,0.417126803652968,0.417371506849315,0.4167073363774734,5,43800
2022,Sulawesi Barat,25.09083561643836,86.6639497716895,3083.1,3083.1,1342.8400000000001,0.403646095890411,0.4035952739726028,0.40295721461187217,0.4033995281582953,5,43800
2022,Sulawesi Selatan,26.504244292237445,83.7589497716895,2782.94,2782.94,1448.42,0.41421972602739726,0.4147075570776256,0.41225207762557076,0.41372645357686455,5,43800
2022,Sulawesi Tengah,26.30268949771689,86.20401826484019,3040.06,3040.06,1354.466,0.41366280821917806,0.4141983561643835,0.4126207762557078,0.4134939802130898,5,43800
2022,Sulawesi Tenggara,25.738219178082193,87.3157305936073,2767.68,2767.68,1382.708,0.38296319634703196,0.3836204794520548,0.38366413242009134,0.38341593607305935,5,43800
2022,Sulawesi Utara,25.271691780821918,87.25897260273973,3407.54,3407.54,1320.426,0.38674557648401825,0.3898453196347032,0.3878228310502283,0.3881379090563166,5,43800
2022,Sumatera Barat,23.620027397260273,86.08506849315069,2869.82,2869.82,1263.5220000000002,0.40428931506849314,0.4056937899543379,0.40754908675799084,0.4058440639269406,5,43800
2022,Sumatera Selatan,26.061979452054793,87.4531506849315,3607.6400000000003,3607.6400000000003,1325.674,0.46932374429223744,0.4729342237442922,0.4748119863013699,0.4723566514459666,5,43800
2022,Sumatera Utara,24.52418493150685,89.35429223744293,3949.8599999999997,3949.8599999999997,1262.978,0.42135586757990867,0.42142171232876713,0.41889331050228307,0.4205569634703196,5,43800
2023,Aceh,25.87665068493151,85.31527397260274,2607.18,2607.18,1345.624,0.35284675799086757,0.34274659817351594,0.3316674200913242,0.34242025875190263,5,43800
2023,Bali,25.50792237442922,83.02518264840182,1995.98,1995.98,1498.828,0.23226522831050228,0.2220132876712329,0.2297603196347032,0.22801294520547946,5,43800
2023,Banten,26.79773059360731,79.13968036529681,1839.8800000000003,1839.8800000000003,1521.4640000000002,0.33194714611872145,0.3230488356164384,0.32682552511415525,0.32727383561643836,5,43800
2023,Bengkulu,25.139703196347035,87.68739726027397,2746.42,2746.42,1343.42,0.3628294292237443,0.357790799086758,0.35956102739726026,0.36006041856925425,5,43800
2023,DI Yogyakarta,25.458874429223744,81.83575342465754,1896.86,1896.86,1475.83,0.24352785388127854,0.2365609360730594,0.2430983105022831,0.24106236681887366,5,43800
2023,DKI Jakarta,27.310470319634703,78.54198630136986,1908.22,1908.22,1577.96,0.36385827625570777,0.36150633561643836,0.36110399543378996,0.362156202435312,5,43800
2023,Gorontalo,27.09317123287671,80.72867579908676,1787.2,1787.2,1557.632,0.3508283105022831,0.3474716666666667,0.3537614155251142,0.3506871308980213,5,43800
2023,Jambi,25.296116438356165,86.91463470319634,2915.6,2915.6,1373.46,0.3979075799086758,0.3977446575342466,0.3961224657534247,0.3972582343987824,5,43800
2023,Jawa Barat,25.772726027397262,77.49687214611872,1699.52,1699.52,1574.266,0.3066691552511416,0.30226710045662103,0.3061202739726027,0.3050188432267884,5,43800
2023,Jawa Tengah,27.069079908675796,76.88264840182649,1711.58,1711.58,1671.48,0.3108677625570776,0.3149636529680365,0.32663312785388127,0.3174881811263318,5,43800
2023,Jawa Timur,27.204093607305936,75.7081506849315,1811.8,1811.8,1684.3319999999999,0.31433972602739724,0.3174980136986302,0.3303488584474886,0.3207288660578386,5,43800
2023,Kalimantan Barat,26.16323287671233,89.02150684931507,3318.9,3318.9,1298.926,0.36338301369863013,0.36375917808219177,0.35918479452054797,0.36210899543378994,5,43800
2023,Kalimantan Selatan,26.59356164383562,83.59817351598174,3187.4,3187.4,1429.554,0.40905586757990864,0.4127459817351598,0.4167415525114155,0.412847800608828,5,43800
2023,Kalimantan Tengah,26.782527397260274,84.61041095890411,3225.1,3225.1,1419.78,0.3320828538812785,0.33091687214611876,0.3301451141552511,0.3310482800608828,5,43800
2023,Kalimantan Timur,26.36809132420091,87.73132420091324,3335.9800000000005,3335.9800000000005,1369.59,0.38899817351598176,0.3882330593607306,0.38825116438356166,0.38849413242009134,5,43800
2023,Kalimantan Utara,26.288038812785384,88.92929223744292,4687.9,4687.9,1382.782,0.42870109589041094,0.43177735159817354,0.4334010502283105,0.4312931659056317,5,43800
2023,Kepulauan Bangka Belitung,27.193472602739725,82.2048401826484,2091.1400000000003,2091.1400000000003,1504.252,0.3000690410958904,0.2951662100456621,0.29330954337899545,0.29618159817351597,5,43800
2023,Kepulauan Riau,26.820954337899543,81.0996803652968,2144.8,2144.8,1514.774,0.28830771689497714,0.29024159817351597,0.28844650684931505,0.2889986073059361,5,43800
2023,Lampung,26.936933789954338,80.70821917808219,2096.58,2096.58,1535.634,0.4064743607305936,0.4048768036529681,0.4066464611872146,0.40599920852359206,5,43800
2023,Maluku,26.616609589041094,82.19536529680366,2026.3199999999997,2026.3199999999997,1500.84,0.2855572602739726,0.2790548173515982,0.2742387899543379,0.27961695585996954,5,43800
2023,Maluku Utara,26.78093835616438,85.34214611872146,2784.94,2784.94,1462.1,0.36400735159817355,0.3574951598173516,0.35332977168949775,0.35827742770167426,5,43800
2023,Nusa Tenggara Barat,26.416066210045663,78.83369863013698,1451.5,1451.5,1594.084,0.321319497716895,0.3248799315068493,0.33457404109589045,0.3269244901065449,5,43800
2023,Nusa Tenggara Timur,23.959737442922375,77.7270091324201,1317.02,1317.02,1587.538,0.2623169406392694,0.2647225342465753,0.27449118721461185,0.2671768873668189,5,43800
2023,Papua,26.2944497716895,89.52205479452054,4707.82,4707.82,1278.318,0.4504920776255707,0.4524386757990868,0.44836986301369863,0.45043353881278536,5,43800
2023,Papua Barat,26.208787671232876,86.19280821917808,2455.32,2455.32,1358.264,0.4191796347031963,0.41941474885844754,0.4182614840182648,0.4189519558599696,5,43800
2023,Papua Barat Daya,24.96731506849315,88.85285388127855,3529.38,3529.38,1347.3700000000001,0.4108153196347032,0.4124038812785388,0.4108883789954338,0.4113691933028919,5,43800
2023,Papua Pegunungan,19.724392694063926,87.9163698630137,4706.139999999999,4706.139999999999,1219.05,0.4291545890410958,0.4304744748858448,0.42908984018264834,0.4295729680365297,5,43800
